index,security_1,security_2,security_3,security_4,security_5,security_6,security_7,security_8,security_9,security_10,security_11,security_12,security_13,security_14,security_15,security_16,security_17,security_18,security_19,security_20,security_21,security_22,security_23,security_24,security_25,security_26,security_27,security_28,security_29,security_30,security_31,security_32,security_33,security_34,security_35,security_36,security_37,security_38,security_39,security_40,security_41,security_42,security_43,security_44,security_45,security_46,security_47,security_48,security_49,security_50,security_51,security_52,security_53,security_54,security_55,security_56,security_57,security_58,security_59,security_60,security_61,security_62,security_63,security_64,security_65,security_66,security_67,security_68,security_69,security_70,security_71,security_72,security_73,security_74,security_75,security_76,security_77,security_78,security_79,security_80,security_81,security_82,security_83,security_84,security_85
1484.65776729,157.52597541,249.00088378,50.12024801,88.2014524,1616.57804271,132.39310794,102.87744665,466.35835989,585.18481144,163.89102867,151.12455041,306.43185011,29.31561676,1453.48719216,117.84441476,601.95218033,75.27130134,152.56123386,40.69996917,100.8406296,79.74502449,1003.85982943,655.60048643,566.4897407,1163.89545441,1360.30281234,979.98178674,523.69839688,72.01603124,691.57213032,1418.49758506,60.23158977,613.77299353,532.84588772,971.19801324,872.61243107,80.39971569,25.64207173,46.84679204,2356.83373757,23.22335149,669.23988628,367.73640599,31.31606207,814.72681808,71.85235844,69.10629261,669.23988628,119.75393074,16.1126777,45.93749872,325.5270099,39.28147159,563.76186073,112.35228308,73.10718323,50.73856747,26.76959545,121.73619018,118.75370808,556.48751414,514.11444525,94.51194807,81.32719488,88.38331107,53.4300757,1970.20221631,387.95908951,71.68868564,46.86497791,91.07481931,261.87647724,40.97275717,124.11853869,761.98780531,654.72756484,107.2966122,298.24821019,56.53985887,69.47000993,98.20367897,387.17709725,116.55321824,794.19497483,2130.85616075
1501.24327752,159.67190765,253.4927928,49.79290241,94.56650567,1599.77430208,133.338773,109.95174871,475.0875758,582.51148906,162.10881376,151.76105573,309.15973008,29.82482102,1443.95779812,119.37202754,628.32168671,75.998736,152.56123386,40.9545713,100.56784161,79.21763437,1032.95721579,627.41239339,563.76186073,1143.89100128,1354.8470524,1005.46018568,525.46242593,74.23470695,687.1347789,1421.40732369,57.46733806,627.41239339,603.77076697,977.10841984,866.06551914,84.16419005,25.82393039,48.15617443,2348.81377046,23.31428082,718.34172577,407.72712637,33.40743671,810.18035147,71.90691604,68.74257528,681.96999282,122.20902271,17.98582194,47.31962457,354.07882027,36.82637961,563.76186073,117.29883876,75.19855787,50.70219573,28.55181037,123.97305176,131.12009729,556.48751414,507.09470079,97.98544857,91.65676703,102.02271093,54.17569623,1987.33330253,385.43125407,71.23403898,47.2468811,93.62084061,268.24153051,42.73678622,121.79074778,779.26437846,697.24612066,108.20590553,294.6110369,56.99450553,70.65209126,98.47646696,377.72044669,123.26380297,818.63677938,2118.45339982
1482.27541879,154.32526291,233.72475594,48.01068749,95.29394033,1566.14863497,134.02983592,118.42636249,501.29340939,583.40259652,170.52886994,150.66990375,308.25043675,28.40632343,1428.35432469,117.77167129,600.13359368,75.05307094,158.32615353,42.11846676,98.20367897,79.74502449,1020.22710925,633.23187066,565.58044738,1134.79806805,1422.13475835,954.52157368,527.77203097,72.39793444,706.33905389,1387.58161205,59.90424417,625.59380674,600.13359368,972.88929882,915.09461516,84.38242044,25.2783544,47.4651115,2252.61053681,22.25950057,709.24879253,423.00325421,32.77093139,811.08964479,71.19766725,67.10584729,654.6911931,120.2085774,19.16790326,45.46466619,339.16640976,37.68111534,581.9477272,120.19039153,75.92599253,49.10183948,27.13331278,118.93556675,126.02805467,536.48306102,484.43511116,99.62217655,91.8386257,100.38598294,52.64808345,2013.02993186,380.70292879,70.52479019,49.59285788,90.91114651,269.15082383,41.91842223,123.86393656,734.70900559,720.54221561,109.11519885,269.15082383,55.81242421,70.92487925,94.22097421,375.90186004,118.20813209,802.92419074,2091.86566303
1534.32336864,161.0540335,233.72475594,48.73812215,102.93200425,1638.41926834,140.57674785,120.88145446,506.53093893,585.18481144,176.76662214,161.63598123,303.70397013,28.6972973,1427.4814031,121.48158805,614.68228686,78.16285411,153.99791731,42.00935156,101.93178159,83.61861405,1100.24492174,680.15140617,568.30832735,1273.01065326,1454.86931801,967.68814101,547.97652863,73.92554722,716.68681192,1378.48867881,66.90580276,660.14695305,609.22652692,969.50672765,923.26006921,86.32830816,26.09671839,49.21095468,2327.97276748,23.22335149,745.62052548,430.113928,33.91664098,847.46137774,72.9616963,70.56116192,694.70009935,120.02671874,19.51343473,46.15572911,376.44743603,39.88160518,573.76408729,132.13850581,76.56249786,50.01113281,28.18809304,122.48181071,146.39622512,559.21539411,525.06233687,100.24049601,91.31123557,106.93289487,53.23003117,2047.31029017,404.96287467,74.67116775,52.57533998,90.91114651,272.78799713,42.10028089,129.9198301,742.89264551,761.86050424,108.20590553,325.5270099,58.86764978,70.47023259,96.47602165,374.99256672,119.75393074,811.65340665,2109.57869698
1564.02088859,166.40067825,236.41626418,48.33803309,105.29616689,1645.12985307,141.21325318,115.35295105,525.73521393,586.96702635,183.14986127,171.3108622,345.53146303,28.38813757,1456.08777106,122.93645737,633.77744666,81.32719488,156.88947008,44.84634673,105.29616689,86.27375056,1099.88120441,726.52536568,597.40571371,1283.92217314,1482.14811772,988.76556025,592.45915803,75.38041654,732.94497655,1369.39574558,66.90580276,651.05401981,654.6911931,988.09268319,939.60916317,85.78273216,28.55181037,50.6112664,2453.01878536,26.00578906,743.80193883,470.99575584,34.73500497,862.01007092,74.52568081,70.56116192,667.42129964,120.57229473,24.93282294,46.91953551,362.26246018,43.68245127,592.85924709,133.82979139,77.38086185,50.37485014,29.09738636,126.391772,155.48915836,592.85924709,531.31827494,101.45894906,94.36646114,110.75192683,54.15751036,2141.53126438,404.28999761,74.36200802,53.68467783,91.58402357,280.06234372,42.73678622,129.06509437,774.71791184,767.80728258,110.9337855,325.5270099,58.24933032,69.56093927,95.85770219,399.54348646,126.79186106,802.92419074,2091.86566303
1573.38660983,160.54482924,233.72475594,46.22847258,105.65988422,1613.21365741,142.57719316,113.15246121,518.7518412,578.9652451,178.02144692,180.76751276,349.16863632,29.09738636,1473.41890181,124.13672456,643.77967322,82.58201966,158.59894153,44.08254034,105.47802556,88.21963827,1085.69622856,701.24701128,601.95218033,1229.36457372,1471.23659784,998.42225535,576.32829446,74.76209708,687.1347789,1427.5905183,64.54164012,705.61161923,661.96553969,1106.31900115,939.60916317,85.41901483,29.18831569,49.39281335,2436.997037,25.07830987,716.52313912,455.01037921,37.28102627,872.01229748,72.9616963,66.46934197,685.60716611,129.11965197,21.78666804,46.50126058,358.26156956,41.82749289,591.94995376,127.01009146,77.38086185,50.7749392,30.95234474,132.24762101,143.48648649,583.22073786,543.81196521,100.24049601,99.93133628,109.46073031,54.12113863,2227.18669547,417.2565204,75.38041654,52.92087144,94.03911554,296.42962354,42.22758196,128.19217278,794.72236496,800.97830303,114.60733053,320.07124996,57.46733806,69.83372726,96.13049019,387.35895592,122.62729764,832.60352483,2162.77235642
1557.74676466,158.47164046,232.81546261,45.82838352,102.56828692,1604.8117871,140.84953585,109.29705752,496.03769397,578.07413764,177.5486144,178.58520879,339.16640976,28.3699517,1456.08777106,120.88145446,647.41684651,83.32764019,153.85243038,44.77360326,102.29549892,88.83795773,1047.50590897,659.78323572,594.67783374,1233.00174701,1403.94889188,977.34483611,576.85568459,74.38019388,687.1347789,1428.49981162,71.07036618,691.06292605,607.7716576,1062.40013361,935.51734321,84.34604871,28.0971637,50.42940774,2404.9353544,26.26039119,719.61473642,451.44594938,36.37173295,874.74017745,76.19878053,66.46934197,654.6911931,126.57363067,20.69551605,45.86475525,356.44298291,41.2819169,621.04734012,127.86482719,76.65342719,51.13865653,31.7888946,131.15646902,149.1241051,561.94327408,530.53628268,100.24049601,104.78696263,105.02337889,53.10273011,2205.78193063,423.16692701,76.28970986,55.04861782,91.58402357,300.06679684,42.46399822,124.55499949,761.98780531,770.37148975,113.29794814,319.16195664,56.6307882,68.65164594,96.98522591,381.90319598,118.57184942,797.6866612,2162.77235642
1573.0774501,159.50823485,244.50897476,47.28325284,100.02226561,1621.61552772,143.21369849,108.005861,492.54600761,576.3101086,178.47609359,179.40357278,340.07570308,29.82482102,1376.36093244,122.13627925,643.77967322,83.65498579,161.19952044,44.264399,102.29549892,91.22030624,1043.86873567,690.51735006,576.49196726,1227.54598707,1422.13475835,992.27543248,576.85568459,74.61661015,709.30335013,1382.12585211,74.39837975,691.06292605,607.40794027,1087.73304561,931.44370912,85.8736615,27.36972905,51.21139999,2477.07868671,27.82437571,700.15585929,428.34989895,36.91730894,896.56321722,76.47156853,66.19655397,676.51423287,123.3001747,19.76803686,46.19210085,354.62439626,40.7363409,638.32391328,127.86482719,78.56294317,49.92020347,33.46199431,134.21169459,138.21258521,563.76186073,531.31827494,97.6399171,107.66032953,114.57095879,55.21229062,2162.93602922,427.04051657,75.5622752,59.21318124,92.92977769,290.9738636,41.46377556,126.2826568,771.99003187,773.42671532,113.84352413,304.61326346,57.54008153,67.10584729,97.8581475,385.72222794,116.26224438,846.57027028,2198.21661018
1525.81238313,156.90765595,231.92435516,46.55581818,102.20456959,1594.7186312,138.75816121,109.04245538,471.59588943,552.32295072,175.36631042,175.03896482,338.25711644,30.91597301,1334.75166994,118.68096462,616.50087351,81.07259275,148.25118351,40.00890625,100.93155894,86.18282123,1018.40852261,644.68896654,547.3945809,1194.81142741,1454.86931801,971.19801324,546.19431371,74.19833522,664.96620766,1382.12585211,70.97943685,645.59825987,609.22652692,1055.65317715,915.91297915,84.52790738,26.73322372,52.17525092,2453.01878536,27.35154318,718.34172577,408.78190663,36.37173295,903.83756381,76.01692187,62.19566334,691.06292605,117.48069743,20.27724112,45.11913472,347.713767,39.73611825,618.31946015,126.15535574,78.12648238,48.93816668,31.09783167,127.57385332,138.21258521,563.76186073,526.62632139,95.203011,101.5498784,111.38843216,53.5937485,2141.53126438,411.20062687,73.1253691,60.66805056,93.27530915,286.42739698,40.04527798,124.20946802,737.43688557,741.45596206,114.93467612,300.43051417,55.64875141,67.23314836,96.13049019,365.53591615,107.8967458,829.11183847,2219.49407395
1539.37903952,156.65305382,233.72475594,46.73767684,98.5673963,1545.99869492,140.66767718,109.42435858,489.05432125,559.43362451,169.29223102,172.58387285,333.71064982,29.55203302,1359.01161582,119.08105368,597.40571371,81.58179701,149.97884082,42.00935156,101.93178159,88.7470284,1003.85982943,643.05223856,561.94327408,1218.45305383,1509.42691743,966.99707808,553.81419177,74.92576988,685.66172371,1400.31171858,68.45160141,638.32391328,578.31055391,1080.98608915,892.76237113,86.51016682,27.00601172,52.26618025,2453.01878536,27.20605625,718.34172577,417.67479533,37.19009694,883.83311069,76.72617066,63.65053266,743.80193883,117.29883876,20.02263899,46.26484431,352.26023362,40.00890625,638.32391328,127.86482719,78.56294317,48.82905149,32.55270099,129.62885623,141.48604118,566.4897407,542.24798069,95.38486966,102.27731306,109.47891618,54.28481143,2180.0853013,420.63909157,73.39815709,61.04995376,90.76565958,272.78799713,39.91797691,122.82734217,766.53427193,746.54800467,112.75237215,301.88538349,54.83038742,66.8330593,96.22141952,369.17308944,117.4988833,811.65340665,2260.26678659
1542.16147709,157.94425034,228.86912959,46.11935738,96.02137499,1492.22308775,139.84931319,117.0078649,483.8167917,555.88738054,165.69142945,177.13033947,323.70842326,28.18809304,1378.08858975,118.48092009,618.31946015,79.96325489,164.800322,41.82749289,99.93133628,88.03777961,994.76689619,652.87260646,561.94327408,1234.82033366,1545.79865038,964.52380024,556.48751414,77.50816292,685.66172371,1411.22323847,68.21518515,609.22652692,600.13359368,1091.9703525,884.41505842,86.32830816,27.09694105,51.21139999,2493.10043507,26.73322372,705.61161923,403.45344775,38.64496626,878.37735075,74.70753948,64.77805638,718.34172577,115.84396945,19.33157606,45.62833899,347.35004967,38.55403693,614.68228686,127.86482719,79.1994485,49.39281335,33.46199431,131.52018635,143.66834515,581.9477272,528.1903059,95.0393382,101.91359573,109.47891618,54.10295276,2184.35897992,424.16714967,73.67094509,58.99495085,92.92977769,272.78799713,40.46355291,122.64548351,718.34172577,749.96694757,108.20590553,296.42962354,54.88494502,66.8330593,93.87544274,374.26513206,110.46095297,774.11777825,2233.6790498
1559.63809477,154.85265304,224.72275203,46.91953551,98.2946083,1488.85870245,140.84953585,118.29906142,487.30847807,550.55892167,162.41797349,178.76706745,306.9774261,29.13375809,1381.56209025,120.75415339,601.95218033,80.96347755,154.72535197,41.93660809,103.29572158,88.7470284,1003.85982943,669.23988628,585.5849005,1218.45305383,1600.35624981,989.63848184,547.6128113,78.74480184,701.91988834,1427.5905183,67.56049396,572.85479397,585.5849005,1091.11561677,899.43658413,87.21941561,29.18831569,51.21139999,2533.18208478,28.22446477,733.79971227,399.90720379,39.09961292,916.56767035,78.03555304,66.19655397,732.89041895,115.84396945,18.7678142,46.66493338,349.16863632,36.73545028,614.68228686,130.24717569,79.74502449,50.10206214,41.73656356,132.41129381,150.94269174,600.13359368,526.62632139,93.29349502,104.05952797,113.29794814,55.13954715,2182.64950848,430.91410613,74.16196349,57.77649779,98.36735176,274.60658377,40.55448224,122.99101497,731.0718323,755.05899018,110.3882095,285.51810366,56.28525674,67.46956462,93.25712328,370.99167609,113.35250574,802.92419074,2242.53556678
1628.18062552,157.43504607,242.70857398,46.01024218,104.38687357,1562.80243554,145.83246326,119.51751447,492.54600761,576.3101086,170.69254274,192.40646731,316.43407667,28.55181037,1433.5554825,127.99212825,640.14249992,84.47334978,163.63642654,42.19121022,106.11453088,91.22030624,1058.41742885,681.96999282,605.22563629,1276.64782655,1595.80978319,1049.36086735,580.92931868,83.52768472,706.33905389,1494.87822425,69.67005447,627.41239339,627.41239339,1091.11561677,917.7861234,87.58313294,27.09694105,51.64786079,2613.34538421,27.87893331,763.80639195,414.12855137,39.28147159,985.67396295,77.87188025,70.74302059,752.89487207,119.57207207,20.91374645,48.37440482,376.44743603,40.19076491,658.3283664,132.13850581,86.01914843,52.88449971,39.00868359,133.68430446,156.39845169,590.13136712,593.82309801,96.02137499,106.31457541,114.69825986,57.10362073,2175.79343681,462.57569966,77.45360532,57.48552393,100.05863735,295.52033022,43.00957421,125.24606241,766.53427193,797.99582093,110.9337855,289.15527695,57.99472819,69.597311,96.43964992,392.0872812,116.86237797,822.12846574,2251.41026962
1638.49201181,158.47164046,251.69239202,46.55581818,106.02360155,1537.5968246,150.03339842,128.22854452,492.54600761,622.48402358,168.65572569,205.50029117,327.34559655,29.00645703,1435.28313981,130.35629089,668.33059296,84.92799644,163.36363855,43.82793821,110.29728017,91.5658377,1060.2360155,695.24567534,588.6764978,1263.91772002,1596.71907651,1043.21404448,588.38552394,83.10940979,694.51824068,1517.61055735,70.16107286,600.13359368,645.59825987,1089.42433119,932.80764911,89.74725105,27.64251704,52.26618025,2725.58855209,28.13353544,758.35063201,414.12855137,39.09961292,982.03678966,82.41834687,71.52501285,752.89487207,120.93601206,20.18631179,48.44714829,384.63107595,39.82704758,649.23543316,131.44744288,84.65520844,51.19321413,38.73589559,134.79364231,166.40067825,584.67560717,608.66276506,97.56717364,109.64258898,115.58936732,56.6307882,2188.65084441,459.53865996,78.45382797,58.99495085,99.71310588,301.88538349,41.10005823,135.12098791,755.62275204,801.46932142,111.84307882,297.33891687,59.70419964,70.19744459,100.64058507,390.99612921,117.98990169,834.34936801,2313.46044603
1682.46543694,159.50823485,251.32867469,48.19254616,112.38865482,1532.54115372,153.67057171,129.46518344,489.05432125,637.57829275,167.87373343,199.58988456,345.53146303,28.73366903,1441.35721922,131.84753194,674.69564623,87.98322201,172.71117391,44.99183366,113.66166547,95.76677286,1109.33785498,708.8850752,605.58935362,1320.29390609,1609.44918305,1102.91824412,601.95218033,85.58268763,694.51824068,1563.98451686,72.97988216,600.13359368,654.6911931,1275.22932897,951.17537425,94.51194807,34.5531463,56.66715994,3014.18006718,28.38813757,794.72236496,426.56768404,38.91775426,1031.13862914,82.78206419,77.99918131,778.35508513,119.9357894,21.71392457,50.1748056,398.2704758,40.55448224,660.14695305,134.01165006,87.01937108,51.77516185,38.46310759,134.66634125,176.40290481,585.5849005,632.8863392,101.29527627,122.22720858,124.11853869,57.97654232,2270.01441102,477.06983524,79.76321036,65.21451718,99.71310588,327.34559655,42.44581235,138.59448841,801.08741823,832.69445416,115.11653479,351.89651629,61.55915802,73.19811256,102.55010105,411.00058234,120.55410886,846.57027028,2393.22365639
1688.35765768,158.47164046,246.654907,47.61059843,111.11564416,1561.11114996,153.72512931,134.33899565,489.05432125,630.46761896,169.91055048,198.13501525,340.07570308,28.18809304,1457.83361424,131.66567328,664.69341967,85.91003323,181.34946049,45.10094886,111.47936149,92.27508649,1094.7891618,716.52313912,599.22430035,1331.20542598,1618.54211628,1103.80935157,619.22875348,85.3280855,694.51824068,1554.89158362,74.23470695,625.59380674,654.6911931,1373.1784058,976.19912652,94.23916007,33.64385298,54.64852876,3046.24174978,27.69707464,780.17367178,412.34633646,38.09939027,1067.51036209,85.92821909,78.74480184,809.27105814,116.57140411,23.31428082,50.46577947,397.90675848,43.64607954,669.23988628,138.61267427,86.23737882,51.92064879,40.7363409,135.55744871,181.85866475,585.5849005,625.06641662,110.84285617,136.59404309,129.84708663,58.14021512,2287.14549724,481.1070976,78.45382797,64.14155106,100.22231014,344.6221697,44.06435447,146.99635872,814.72681808,830.60307952,119.11742541,357.89785223,61.72283082,72.7434659,112.78874388,431.91432878,128.55589011,836.09521119,2437.54261299
1654.67743297,158.63531326,254.22022746,48.55626349,111.84307882,1596.40991678,149.1241051,135.10280204,515.26015484,628.68540404,169.91055048,193.86133662,350.98722297,28.6427397,1452.63245643,128.66500531,678.33281952,82.672949,178.47609359,44.19165553,110.9337855,89.09255986,1085.69622856,707.43020588,599.22430035,1333.02401263,1691.28558218,1078.33095264,617.77388416,82.74569246,716.68681192,1589.44472992,76.99895866,606.49864694,638.32391328,1383.3261193,951.17537425,91.54765184,33.37106498,53.84835063,2966.07845036,26.64229439,785.62943172,424.43993766,36.82637961,1063.87318879,87.16485802,76.01692187,756.53204536,113.84352413,24.60547734,48.75630802,389.17754257,45.55559552,691.06292605,139.12187853,84.74613777,49.86564587,39.82704758,129.8107149,194.58877128,587.40348715,609.44475731,108.20590553,140.19484466,124.50044189,57.0126914,2398.51574354,466.63114788,75.47134587,67.48775049,106.29638955,318.25266331,43.46422088,148.97861816,773.80861852,816.21805914,116.38954544,381.90319598,60.61349296,73.19811256,115.20746412,414.63775563,125.51885041,806.41587711,2552.76826298
1655.84132842,156.90765595,253.4927928,50.5567088,107.93311753,1547.67179463,150.39711575,136.63041483,492.54600761,626.03026754,166.01877505,190.40602199,352.80580962,28.87915596,1414.49669443,129.6470421,664.69341967,82.21830233,176.31197548,41.82749289,110.9337855,89.80180865,1120.24937487,721.06960574,600.13359368,1322.11249274,1653.09526259,1086.24180456,648.14428117,83.65498579,721.86978386,1563.98451686,82.21830233,640.14249992,623.7752201,1249.89641697,951.17537425,91.18393451,33.55292365,52.88449971,2964.47809411,27.96986264,769.2621519,429.76839654,36.18987429,1054.78025556,86.29193642,76.65342719,778.35508513,113.4798068,23.65981228,48.61082109,391.90542254,44.73723153,691.06292605,139.79475559,83.83684445,48.86542322,41.5547049,125.13694722,196.40735793,577.40126058,586.00317543,108.56962286,136.59404309,115.46206625,58.15840099,2355.68802799,463.59410818,75.28948721,67.61505155,107.187497,287.33669031,45.06457713,148.54215737,761.98780531,822.11027987,111.84307882,380.08460933,62.50482307,75.74413387,120.06309047,421.54838489,130.48359196,803.79711233,2659.13739599
1701.26962288,156.39845169,257.98470182,51.97520639,108.38776419,1556.07366494,153.63419998,137.39422122,513.51431166,639.3423218,166.78258144,191.13345665,352.80580962,27.91530504,1460.43419315,133.21147193,665.60271299,84.01870311,174.87529202,42.19121022,110.75192683,93.32986675,1111.15644163,737.43688557,641.96108657,1323.93107939,1673.09971571,1125.75969241,668.33059296,85.14622684,724.07027371,1527.61278391,83.34582606,663.78412634,654.6911931,1298.87095538,967.85181381,92.89340595,32.55270099,54.0302093,2966.07845036,28.66092556,801.99671155,433.67835783,35.46243963,1109.33785498,86.11007776,78.01736718,831.09409791,116.38954544,24.58729147,49.44737095,420.09351557,43.64607954,713.79525915,138.10347001,85.20078444,50.81131093,41.46377556,128.82867811,197.31665125,603.77076697,608.66276506,109.66077484,136.59404309,118.38999075,59.41322577,2321.42585555,491.05476656,79.07214743,67.94239715,109.04245538,307.34114343,46.33758778,151.41552427,781.99225843,828.8754222,110.75192683,380.08460933,66.19655397,78.38108451,117.3897681,431.73247012,134.15713699,823.87430892,2517.32400922
1676.86419007,149.50600829,257.09359436,50.19299147,104.2050149,1495.58747305,151.8883568,137.39422122,516.13307643,648.23521051,160.56301511,192.40646731,345.53146303,28.00623437,1430.081982,130.64726476,645.59825987,84.41879218,172.71117391,42.55492755,109.11519885,94.91203713,1067.51036209,738.34617889,652.87260646,1316.6567328,1563.98451686,1080.09498169,658.69208373,83.10940979,701.91988834,1554.89158362,82.90936526,659.23765972,654.6911931,1317.45691092,976.19912652,92.43875929,30.37039701,53.23003117,2869.8752167,28.5881821,758.35063201,417.32926387,33.82571164,1082.96834859,88.03777961,78.10829651,816.54540473,103.84129757,22.55047443,49.08365362,405.54482239,44.55537286,672.87705958,138.95820574,84.56427911,50.2839208,41.64563423,128.28310212,186.22327271,610.49953757,588.3491522,106.02360155,134.79364231,117.75348543,59.75875724,2227.18669547,476.56063098,78.09011064,67.25133422,108.53325112,300.06679684,44.73723153,145.52330353,765.6249786,801.46932142,108.75148152,393.72400919,64.85079985,77.47179118,114.48002946,425.54927552,121.35428699,827.36599528,2535.05522903
1730.40338097,152.59760559,260.67621005,51.64786079,105.84174289,1514.06431338,157.21681568,141.97705957,548.44936116,680.20596377,164.76395026,197.31665125,354.26067894,28.00623437,1471.6912445,132.48403727,669.23988628,87.89229267,171.27449046,41.46377556,112.75237215,100.56784161,1025.6828692,747.98468812,701.97444594,1318.47531945,1591.26331657,1109.95617444,688.33504608,86.29193642,731.47192136,1580.35179669,81.80002741,690.15363273,660.14695305,1396.83821809,966.17871409,95.85770219,33.46199431,53.84835063,2869.8752167,29.98849382,767.44356525,435.44238688,37.73567294,1105.70068169,90.83840304,80.01781249,840.18703115,99.29483095,24.51454801,51.33870106,412.81916898,49.82927414,694.70009935,135.03005858,89.25623266,52.06613572,42.73678622,132.9568698,188.22371802,555.03264482,612.57272635,100.02226561,133.35695886,117.75348543,62.37752201,2201.49006614,499.31114994,80.07237009,68.70620354,114.57095879,286.42739698,47.7924571,143.77746035,780.17367178,830.94861098,106.93289487,388.26824924,67.65142329,78.19922584,108.44232179,439.18867537,125.66433734,808.16172029,2659.13739599
1756.80925909,154.54349331,276.86163122,52.44803891,103.29572158,1535.90553902,159.94469565,141.97705957,560.67026343,687.29845169,168.34656596,201.86311787,376.44743603,27.27879971,1530.63163774,135.37559004,705.61161923,90.14734012,165.32771213,42.08209502,112.75237215,102.15001199,1037.5036824,768.35285857,690.15363273,1336.66118592,1554.89158362,1164.3864728,700.15585929,88.92888706,701.91988834,1536.70571715,81.87277087,665.60271299,663.78412634,1359.66630701,934.48074882,95.40305553,31.734337,54.37574076,2934.01676776,30.67955674,759.62364267,455.01037921,35.37151029,1082.05905527,89.96548145,82.38197513,825.63833797,102.75014558,27.31517145,51.77516185,421.54838489,51.82971945,671.05847293,136.4849279,88.2014524,52.77538451,45.01001953,135.46651937,183.6772514,591.04066044,624.75725689,103.29572158,132.10213408,114.57095879,64.34159559,2192.92452303,509.5861645,81.38175248,69.7609838,114.11631213,290.9738636,48.66537869,141.17688145,762.89709863,832.69445416,104.56873223,449.19090194,70.43386086,76.83528586,108.78785325,471.92323503,103.42302264,794.19497483,2552.76826298
1749.04389411,154.85265304,293.04705238,56.19432741,102.75014558,1503.98934336,155.45278663,152.67034906,548.44936116,710.39450212,163.67279828,192.13367931,370.08238277,27.46065838,1537.56045287,135.8302367,706.52091256,91.58402357,172.83847498,42.00935156,114.38910013,101.96815333,1041.1408557,765.26126127,695.60939267,1362.12139899,1487.60387766,1199.52156683,722.52447506,89.65632172,701.91988834,1527.61278391,84.52790738,656.50977975,663.78412634,1263.40851576,957.84958724,93.16619395,31.27969034,55.33959168,2909.95686641,30.67955674,755.07717605,456.77440826,36.37173295,1049.32449561,96.11230432,85.01892577,826.54763129,102.75014558,29.42473196,51.28414346,421.91210222,49.46555681,641.05179325,136.23032577,88.7470284,54.10295276,43.28236221,135.43014764,185.85955538,569.21762067,603.9708115,103.93222691,133.0114274,108.20590553,64.01424999,2171.50157233,498.63827288,79.76321036,80.07237009,115.48025212,303.70397013,48.28347549,140.06754359,746.5298188,823.67426439,104.56873223,521.93436784,68.68801768,76.74435652,109.35161511,467.9223444,99.04022882,787.21160211,2393.22365639
1801.47374716,157.78057754,285.86363512,59.46778337,105.65988422,1604.8117871,161.58142363,149.61512349,565.90779297,731.70833763,171.3108622,202.40869387,399.17976913,27.55158771,1603.42966124,143.03183983,693.79080603,94.83929367,174.3479019,42.19121022,116.38954544,103.73218237,1052.96166891,791.448909,741.07405886,1369.39574558,1502.15257084,1231.12860277,761.98780531,93.83907101,732.94497655,1509.42691743,85.56450177,709.24879253,654.6911931,1275.22932897,969.52491352,94.42101874,33.82571164,56.04884048,2885.91515093,29.89756449,761.98780531,456.77440826,36.55359161,1072.05682871,96.45783578,87.11030042,822.910458,101.47713493,31.97075326,53.3755181,464.64888844,50.92042613,651.05401981,138.77634707,92.02048436,56.10339808,45.10094886,143.55922995,183.6772514,572.85479397,601.62483473,103.47758024,133.0114274,107.06019594,65.65097798,2132.96572127,496.11043744,83.40038365,83.10940979,121.66344672,301.88538349,49.64741548,146.37803926,786.53872505,862.17374372,106.38731888,538.30164766,69.9792142,75.96236427,117.98990169,488.83609085,83.40038365,813.39924983,2340.04818282
1833.31719936,162.25430069,287.64585004,59.21318124,100.93155894,1655.22300896,161.2177063,139.6856404,572.8911657,740.58304047,177.69410133,208.9556058,390.08683589,27.55158771,1643.31126642,145.03228514,674.69564623,95.47579899,175.85732881,42.37306889,115.48025212,102.85926078,1082.05905527,800.1781249,760.16921866,1363.93998563,1536.70571715,1268.00953998,768.35285857,94.930223,797.95944919,1518.51985067,88.21963827,717.97800844,681.06069949,1307.30919743,959.50450109,94.42101874,32.09805433,55.61237968,2869.8752167,31.11601754,754.71345872,471.8868633,36.37173295,1078.42188197,94.69380674,90.92933238,836.54985785,104.38687357,32.22535539,55.64875141,472.83252835,52.01157812,672.87705958,136.39399856,97.29438564,57.83105539,44.28258487,151.997472,187.31442469,572.85479397,593.04110575,104.02315624,133.90253486,115.84396945,67.28770596,2132.96572127,496.60145584,83.40038365,80.67250368,118.75370808,304.61326346,50.37485014,152.61579146,787.44801837,884.72421815,107.2966122,520.11578119,70.70664886,77.28993252,116.26224438,501.02062139,87.72861988,881.46894805,2428.68609602
