index,security_1,security_2,security_3,security_4,security_5,security_6,security_7,security_8,security_9,security_10,security_11,security_12,security_13,security_14,security_15,security_16,security_17,security_18,security_19,security_20,security_21,security_22,security_23,security_24,security_25,security_26,security_27,security_28,security_29,security_30,security_31
12550.67142015,12.78034487,29.78530373,7.98771554,37.09850107,7.27769638,12.07032571,29.11078553,13.04660205,8.37822608,3.63884819,18.63800293,35.50095797,34.9684436,18.28299335,132.24106842,4.61512454,12.76259439,71.44567791,9.51425673,20.05804125,46.86126451,31.24084301,35.85596755,27.868252,32.83838612,102.06525415,61.71841542,58.43457681,5.62690184,37.98602502,16.77420264
12292.59720621,12.1590781,29.37704272,7.72145836,35.85596755,6.88718585,11.89282092,28.57827116,12.78034487,8.52022991,3.67434915,18.10548856,35.14594839,33.72591007,17.92798377,129.57849658,4.61512454,12.60284008,67.89558211,9.19474811,20.23554604,44.90871183,31.24084301,37.27600586,28.04575679,31.50710019,102.9527781,59.7126113,57.68905669,5.50264848,36.38848191,16.24168827
11982.15907928,11.44905894,28.75577595,7.81021075,34.61343402,6.88718585,11.55556182,27.51324242,13.04660205,8.37822608,3.63884819,18.63800293,33.1933957,33.01589091,17.30671701,126.02840078,4.43761975,11.83956948,64.34548631,8.55573087,20.23554604,43.48867351,30.35331906,36.38848191,27.69074721,29.96280852,100.29020625,57.28079568,55.47024682,5.55589992,34.79093881,16.24168827
12405.73875925,11.89282092,27.74399865,8.16522033,37.27600586,7.0114392,11.73306661,28.22326158,13.40161163,8.46697847,4.08261017,19.34802209,35.32345318,33.90341486,17.3954694,131.35354447,4.34886735,12.51408768,66.56429619,8.96399189,20.9455652,44.73120704,31.24084301,34.79093881,27.51324242,31.95086217,103.84030205,60.10312184,58.06181675,5.44939705,37.27600586,16.68545024
13129.62104265,12.42533529,28.15225967,8.60898231,39.05105376,7.0114392,12.40758481,29.99830948,14.20038319,8.7864871,4.26011496,20.41305083,37.09850107,36.5659867,17.92798377,141.11630791,4.79262933,12.42533529,70.11439198,9.67401105,21.65558436,49.34633157,33.01589091,39.22855855,28.75577595,31.95086217,109.16544574,63.33370901,61.75391638,5.32514369,39.22855855,17.4842218
13121.59782615,11.89282092,27.74399865,8.34272512,39.76107292,7.10019159,12.2478305,28.40076637,13.75662121,8.96399189,4.29561591,20.05804125,36.38848191,36.03347234,18.10548856,145.55392766,4.91688268,12.51408768,69.22686803,9.28350051,20.59055562,49.52383636,32.48337654,44.37619746,29.82080469,32.83838612,107.39039785,62.12667644,62.12667644,5.32514369,37.45351065,17.75047898
13393.37540986,11.62656373,28.15225967,8.37822608,40.82610166,7.13569255,12.2478305,29.46579511,13.57911642,8.87523949,4.38436831,21.12306999,36.92099628,36.92099628,19.1705173,148.21649951,4.97013412,12.85134678,71.44567791,9.28350051,21.65558436,50.23385552,34.61343402,44.19869267,29.99830948,33.05139187,102.06525415,62.92544799,63.97272625,5.27189226,38.16352981,19.88053646
13176.14504807,12.69159247,26.90972614,8.66223374,40.29358729,7.18894399,12.1590781,28.75577595,14.11163079,8.52022991,4.43761975,21.30057478,35.85596755,34.9684436,18.28299335,147.32897556,4.79262933,12.60284008,65.23301026,9.0349938,20.9455652,49.52383636,34.79093881,45.97374057,28.93328074,31.95086217,97.62763441,61.32790489,62.87219656,5.18313986,36.38848191,20.23554604
13334.3905682,12.69159247,26.71447087,8.96399189,42.77865435,7.13569255,12.67384199,29.46579511,14.82164995,9.49650626,4.61512454,22.54310831,35.50095797,34.43592923,18.28299335,146.44145161,4.88138172,12.76259439,67.00805816,9.19474811,21.12306999,50.05635073,36.5659867,45.79623578,28.75577595,32.39462414,95.85258651,60.51138285,63.97272625,5.2363913,35.85596755,19.88053646
13478.73746329,12.78034487,26.71447087,9.40775386,44.02118788,7.10019159,12.5850896,30.35331906,15.08790714,9.49650626,4.4731207,21.65558436,36.74349149,34.9684436,19.1705173,147.32897556,5.27189226,12.76259439,70.11439198,9.28350051,21.30057478,49.52383636,36.5659867,43.84368309,30.35331906,32.83838612,95.85258651,62.92544799,64.34548631,5.55589992,36.74349149,19.88053646
13167.5005648,12.86909726,26.28845937,8.96399189,41.00360645,7.04694016,12.40758481,29.11078553,14.37788798,8.28947369,4.29561591,22.18809873,35.85596755,33.72591007,18.63800293,143.77887976,5.14763891,12.60284008,68.33934408,8.96399189,20.9455652,47.92629325,35.67846276,44.90871183,29.6432999,31.50710019,93.19001466,61.71841542,62.12667644,5.14763891,36.5659867,19.52552688
13357.32418705,13.75662121,26.90972614,9.58525865,41.53612082,7.04694016,12.67384199,30.88583343,15.08790714,8.16522033,4.29561591,22.18809873,37.09850107,35.67846276,18.81550772,142.00383186,5.36064465,12.76259439,71.00191593,9.0349938,20.9455652,48.28130283,36.92099628,47.21627409,30.53082385,31.95086217,94.96506256,62.53493746,64.71824637,5.36064465,37.63101544,20.41305083
13625.65817783,13.66786882,26.71447087,10.73903978,42.06863519,7.33094782,12.67384199,32.12836696,15.44291672,8.60898231,4.5618731,22.54310831,37.27600586,36.92099628,18.81550772,144.66640371,5.50264848,12.67384199,71.88943988,9.1237462,21.47807957,48.8138172,37.63101544,45.97374057,30.88583343,31.72010594,94.96506256,65.76552463,66.56429619,5.18313986,42.06863519,22.18809873
14210.25245265,14.00512792,28.34751494,11.53781134,44.02118788,7.36644878,12.9223487,32.83838612,15.79792629,8.28947369,4.5618731,24.31815621,39.40606334,38.16352981,19.88053646,149.10402346,5.76890567,12.85134678,77.21458358,9.35450242,22.36560352,50.94387468,38.87354897,49.34633157,32.48337654,34.82643976,97.62763441,68.58785079,69.88363576,5.32514369,42.95615914,23.07562268
15556.48427968,15.24766145,29.78530373,11.89282092,47.92629325,8.46697847,14.12938127,35.67846276,16.33044066,7.77470979,5.18313986,29.6432999,44.90871183,42.42364477,20.76806041,155.3166911,6.21266764,13.61461738,82.53972727,10.33077877,24.495661,59.02034262,42.06863519,49.70134115,34.43592923,36.38848191,102.9527781,75.84779669,74.69401556,5.80440663,51.47638905,26.0932041
15477.21064054,16.1351854,29.37704272,11.62656373,48.10379804,9.40775386,15.15890905,36.03347234,16.59669785,8.34272512,5.32514369,27.51324242,47.21627409,42.06863519,21.30057478,152.65411925,6.30142004,14.62639468,82.0959653,10.33077877,24.14065142,59.02034262,41.35861603,48.10379804,34.43592923,38.16352981,101.1777302,77.85360082,73.96624592,6.56767722,53.69519892,26.62571847
16559.58159748,18.33624479,31.22309253,13.75662121,51.65389384,9.76276344,16.09968444,39.76107292,17.75047898,8.25397273,5.62690184,29.6432999,50.5888651,47.57128367,22.36560352,158.8667869,7.63270596,15.54941959,91.41496676,11.28930463,26.44821368,64.78924829,44.37619746,50.05635073,37.27600586,44.14544123,104.727826,85.52180774,76.91282543,6.78068297,56.35777077,29.28829032
15969.98168759,16.56119689,30.19356475,13.49036403,48.8138172,9.23024907,15.22991097,39.93857771,17.4842218,8.25397273,5.76890567,28.04575679,50.76636989,47.57128367,22.01059394,153.5416432,7.10019159,15.05240618,88.30863294,11.28930463,26.27070889,62.12667644,42.06863519,46.86126451,35.14594839,44.37619746,101.1777302,85.52180774,73.2207258,6.44342387,52.363913,29.6432999
17220.18342331,18.15874,32.25262031,15.97543108,53.07393216,11.62656373,17.37771892,42.24613998,17.92798377,8.25397273,7.04694016,29.99830948,52.89642737,50.5888651,23.43063226,158.8667869,8.6977347,16.64994929,98.51515836,11.94607236,27.868252,67.89558211,48.28130283,47.0387693,37.63101544,48.37005523,105.61534995,96.01234082,80.62267554,6.95818776,60.35162854,30.88583343
16443.93722691,18.15874,32.46562606,14.82164995,55.02648485,11.44905894,17.11146174,38.51853939,17.30671701,7.84571171,6.83393441,27.15823284,48.8138172,48.99132199,21.30057478,152.65411925,8.6977347,15.38966528,94.07753861,11.37805703,25.38318495,62.57043841,46.86126451,46.86126451,36.74349149,46.59500733,103.84030205,90.3676885,79.87715542,6.78068297,61.23915249,28.75577595
16462.53972888,17.62622563,34.09867013,15.6204215,57.24529472,11.44905894,16.61444833,36.5659867,17.66172659,7.66820692,7.04694016,26.44821368,48.45880762,48.45880762,21.12306999,153.5416432,8.60898231,15.30091288,96.74011046,11.37805703,24.67316579,64.34548631,45.97374057,45.79623578,36.74349149,46.15124536,106.5028739,87.86487097,82.84148541,6.56767722,60.35162854,29.28829032
16497.9164335,17.53747324,36.15772569,15.35416432,55.47024682,11.80406852,16.61444833,38.87354897,17.75047898,7.84571171,6.69193058,26.0932041,49.70134115,48.8138172,21.12306999,155.3166911,9.58525865,15.30091288,93.19001466,11.21830272,24.85067058,63.45796236,45.26372141,51.83139863,35.14594839,48.8138172,106.5028739,88.75239491,82.0959653,6.74518201,63.01420039,31.24084301
18155.385159,19.38352305,39.03330328,15.79792629,65.67677224,12.86909726,17.46647132,45.26372141,18.81550772,8.43147752,7.27769638,28.40076637,53.69519892,54.58272287,22.01059394,169.51707429,10.20652542,16.56119689,109.16544574,12.90459822,28.04575679,72.33320186,47.39377888,52.00890342,39.76107292,55.9140088,114.49058944,98.51515836,92.30249071,7.04694016,69.67063001,33.37090049
18760.23273035,19.04626395,40.8793531,15.35416432,67.45182014,12.78034487,17.28896653,46.68375973,19.88053646,7.77470979,7.77470979,27.69074721,58.13281867,60.79539052,22.89811789,177.50478983,10.20652542,15.79792629,110.05296969,15.17665953,29.6432999,75.43953568,48.10379804,52.18640821,39.76107292,52.80767497,129.57849658,103.84030205,91.41496676,8.37822608,72.33320186,36.21097713
19596.17378757,21.67333484,41.50061986,15.35416432,67.45182014,13.13535445,17.62622563,49.70134115,21.12306999,7.98771554,7.63270596,28.40076637,60.79539052,65.23301026,23.07562268,188.15507722,9.85151584,16.56119689,112.71554154,15.97543108,30.53082385,78.10210752,50.94387468,53.25143695,42.95615914,55.47024682,128.69097263,118.04068524,93.19001466,7.98771554,78.10210752,37.80852023
21102.46168358,26.27070889,43.55967542,17.92798377,68.33934408,15.6204215,19.1705173,54.58272287,22.7206131,8.34272512,7.49070213,28.93328074,65.23301026,72.77696383,26.62571847,204.1305083,10.29527781,17.07596078,123.36582893,19.52552688,33.54840528,83.87101319,57.24529472,56.80153275,45.26372141,62.57043841,134.01611632,126.02840078,100.29020625,7.89896315,101.1777302,38.69604418
19528.01194828,21.15857095,45.60098051,16.24168827,62.57043841,14.46664037,18.8332582,47.39377888,21.12306999,8.52022991,7.84571171,26.98072805,59.90786657,61.68291447,23.60813705,189.93012512,9.23024907,15.05240618,105.61534995,18.72675533,33.1933957,80.76467937,50.05635073,59.02034262,41.53612082,55.9140088,126.91592473,123.36582893,89.63991886,8.16522033,89.63991886,36.5659867
19124.72106578,20.62605658,46.84351404,15.26541193,61.68291447,13.40161163,17.62622563,45.08621662,21.47807957,8.25397273,7.04694016,26.98072805,57.24529472,59.02034262,22.54310831,189.93012512,9.14149668,14.20038319,104.727826,18.38949623,32.12836696,78.5458695,49.34633157,55.02648485,43.13366393,57.24529472,126.91592473,115.37811339,88.30863294,7.33094782,88.30863294,35.85596755
20340.93063426,22.91586837,45.19271949,16.59669785,70.11439198,14.64414516,18.65575341,48.99132199,22.54310831,8.37822608,7.66820692,28.75577595,62.12667644,65.23301026,23.78564184,202.35546041,8.87523949,15.30091288,113.60306549,19.52552688,34.25842444,83.87101319,50.5888651,58.13281867,44.37619746,60.79539052,131.35354447,117.15316129,87.42110899,7.36644878,96.74011046,38.51853939
20196.19322863,23.62588753,43.96793644,15.7091739,71.44567791,14.64414516,19.2592697,49.70134115,22.36560352,8.16522033,6.95818776,28.04575679,61.68291447,64.78924829,23.60813705,200.58041251,8.52022991,15.38966528,111.82801759,18.54925054,33.01589091,84.31477517,52.54141779,55.9140088,44.37619746,62.12667644,131.35354447,115.37811339,85.64606109,7.40194974,94.07753861,39.76107292
21580.26907684,25.38318495,46.026992,15.7091739,74.55201173,15.6204215,19.43677449,55.47024682,23.78564184,8.37822608,7.04694016,28.75577595,67.45182014,68.33934408,24.85067058,232.53127468,8.66223374,15.46066719,118.04068524,19.52552688,33.90341486,88.75239491,56.35777077,59.02034262,46.15124536,66.12053421,142.00383186,122.47830498,86.53358504,7.36644878,97.62763441,39.93857771
20420.20427339,24.495661,44.78445847,14.82164995,68.78310606,14.82164995,18.56700102,51.65389384,22.7206131,7.93446411,6.47892483,27.868252,61.68291447,63.45796236,24.31815621,220.10593939,8.7864871,14.11163079,113.60306549,17.91023329,32.12836696,84.75853714,51.29888426,56.35777077,43.6661783,63.01420039,137.56621212,112.71554154,82.53972727,7.18894399,94.96506256,36.74349149
19216.45554117,22.73836358,41.85562944,13.84537361,64.34548631,13.66786882,17.46647132,48.8138172,21.83308915,7.81021075,6.15941621,26.44821368,55.9140088,59.46410459,23.78564184,209.455652,8.43147752,14.53764229,102.06525415,15.88667869,29.28829032,78.98963147,48.99132199,50.76636989,42.06863519,59.46410459,129.57849658,107.39039785,78.98963147,7.10019159,84.75853714,34.25842444
17928.42753473,22.02834442,35.18144934,13.04660205,59.46410459,12.2478305,16.77420264,44.90871183,20.59055562,7.27769638,6.21266764,25.20568016,53.69519892,55.47024682,21.30057478,197.03031671,7.45520117,14.28913558,94.96506256,13.79212217,27.868252,75.43953568,42.77865435,44.37619746,39.05105376,51.92015103,119.81573313,101.1777302,72.77696383,6.30142004,79.87715542,32.83838612
17605.26231437,21.67333484,32.87388708,13.13535445,60.35162854,12.2478305,16.34819114,44.19869267,19.52552688,7.40194974,6.21266764,24.85067058,54.58272287,55.02648485,21.65558436,179.27983773,7.22444495,14.78614899,95.85258651,14.3601375,27.69074721,77.65834555,42.24613998,50.94387468,36.74349149,50.5888651,102.06525415,104.727826,76.32705963,6.12391525,83.87101319,33.01589091
17583.0209642,21.15857095,34.15192156,12.78034487,58.13281867,12.1590781,16.52569593,46.15124536,20.05804125,7.89896315,5.76890567,24.85067058,55.02648485,55.9140088,21.47807957,181.05488563,7.49070213,15.63817198,94.07753861,14.76839851,28.04575679,75.43953568,41.53612082,50.76636989,39.05105376,52.363913,101.1777302,104.727826,75.88329765,6.39017243,84.31477517,32.83838612
16210.28767206,20.44855179,32.092866,12.33658289,53.69519892,10.73903978,15.49616815,44.19869267,18.81550772,7.72145836,5.85765806,22.7206131,52.18640821,50.41136031,20.41305083,164.19193059,6.9226868,14.71514708,93.19001466,12.99335062,26.0932041,66.56429619,37.27600586,50.23385552,36.5659867,46.59500733,93.19001466,94.07753861,70.55815396,5.80440663,82.53972727,29.6432999
16391.16505289,19.91603742,34.93294264,13.31285924,56.80153275,11.80406852,15.58492055,44.90871183,19.34802209,7.66820692,5.62690184,22.89811789,56.35777077,50.41136031,19.88053646,158.8667869,8.0232165,15.21216049,100.29020625,13.95187648,26.27070889,72.33320186,39.40606334,51.65389384,39.58356813,46.15124536,93.19001466,98.51515836,71.44567791,6.21266764,79.43339345,31.77335738
16028.52276727,20.09354221,33.63715767,12.86909726,55.9140088,11.62656373,16.52569593,43.84368309,18.81550772,7.66820692,5.76890567,22.7206131,52.89642737,47.39377888,19.34802209,154.42916715,7.89896315,14.71514708,94.96506256,13.47261355,26.27070889,70.11439198,37.80852023,48.45880762,38.51853939,43.27566776,89.63991886,94.07753861,70.55815396,5.62690184,74.55201173,28.93328074
16504.78586886,20.44855179,33.63715767,12.86909726,57.24529472,11.71531613,16.33044066,43.84368309,19.1705173,7.72145836,6.07066381,23.96314663,56.80153275,48.10379804,19.52552688,158.8667869,7.49070213,14.53764229,99.4026823,13.56136594,26.0932041,71.44567791,38.3410346,52.89642737,41.18111124,43.93243548,91.41496676,98.51515836,72.33320186,5.62690184,78.10210752,31.24084301
16926.96326099,21.85083963,34.66668545,13.22410684,58.57658064,12.1590781,17.35996845,43.84368309,18.99301251,7.77470979,6.07066381,24.67316579,58.13281867,49.16882678,20.41305083,163.30440664,8.21847177,14.71514708,102.06525415,13.95187648,26.27070889,71.00191593,41.00360645,49.52383636,42.24613998,44.81995943,93.19001466,95.85258651,78.10210752,5.62690184,77.65834555,33.37090049
16253.84734748,20.98106616,33.90341486,12.69159247,58.13281867,10.91654457,17.46647132,41.53612082,17.92798377,8.0232165,6.44342387,26.0932041,55.02648485,42.06863519,19.70303167,156.20421505,7.72145836,14.44888989,100.29020625,12.74484391,24.67316579,64.78924829,41.71362561,49.70134115,38.51853939,41.26986364,92.30249071,82.98348925,77.65834555,5.2363913,67.89558211,32.66088133
15915.20370944,20.98106616,33.38865097,12.2478305,56.35777077,10.20652542,17.0582103,40.1160825,18.10548856,8.28947369,6.15941621,26.27070889,52.89642737,42.06863519,19.88053646,151.7665953,7.72145836,13.95187648,98.51515836,12.51408768,23.60813705,64.78924829,40.47109208,51.12137947,38.16352981,40.38233969,91.41496676,82.53972727,71.44567791,5.18313986,67.45182014,31.59585259
15301.39214621,20.09354221,32.87388708,11.62656373,51.12137947,9.49650626,15.40741576,38.3410346,17.57297419,7.98771554,6.07066381,24.67316579,48.28130283,40.1160825,19.70303167,147.32897556,7.22444495,13.52586498,94.07753861,11.69756565,21.65558436,62.57043841,39.76107292,51.47638905,36.92099628,39.93857771,88.30863294,82.0959653,71.00191593,5.00563507,65.67677224,30.53082385
16214.56553749,21.85083963,34.15192156,11.80406852,54.58272287,10.11777302,16.63219881,42.60114956,19.52552688,8.25397273,7.0114392,26.62571847,52.71892258,42.42364477,19.88053646,151.7665953,7.89896315,14.28913558,102.9527781,12.90459822,23.78564184,67.00805816,41.35861603,51.29888426,38.51853939,45.26372141,91.41496676,86.97734702,73.2207258,5.05888651,71.88943988,33.1933957
17096.60458863,21.85083963,37.7552688,12.07032571,59.02034262,11.09404936,17.1469627,44.37619746,19.88053646,8.21847177,7.36644878,27.15823284,57.24529472,45.61873099,20.23554604,160.6418348,8.0232165,14.0228784,103.84030205,13.31285924,24.85067058,70.55815396,43.6661783,52.89642737,39.93857771,46.59500733,100.29020625,94.96506256,75.88329765,5.62690184,75.88329765,34.08091965
16809.93435306,21.67333484,38.51853939,12.07032571,59.46410459,10.73903978,16.54344641,41.53612082,18.99301251,8.25397273,7.22444495,27.33573763,57.24529472,44.55370225,19.52552688,157.091739,7.93446411,14.28913558,106.5028739,13.15310493,25.02817537,67.00805816,42.95615914,54.1389609,39.93857771,47.0387693,98.51515836,90.52744281,74.55201173,5.62690184,71.88943988,33.01589091
16391.27155577,21.67333484,37.24050491,11.89282092,56.80153275,10.65028739,16.33044066,39.22855855,18.28299335,8.16522033,7.33094782,26.80322326,53.25143695,42.60114956,19.52552688,152.65411925,7.98771554,13.95187648,103.84030205,12.74484391,23.60813705,67.00805816,42.77865435,55.02648485,39.22855855,44.81995943,95.85258651,89.63991886,73.66448778,5.85765806,71.00191593,32.12836696
16172.74540901,21.33607574,36.21097713,11.89282092,56.80153275,10.73903978,15.92217965,37.63101544,17.75047898,8.0232165,6.95818776,26.62571847,53.07393216,42.95615914,19.34802209,150.87907135,8.07646794,13.77437169,103.84030205,12.74484391,23.25312747,66.12053421,43.13366393,55.47024682,38.87354897,41.48286938,93.19001466,88.75239491,73.2207258,5.50264848,71.00191593,30.53082385
16177.71554312,20.98106616,36.97424772,12.07032571,56.35777077,10.73903978,15.51391863,37.80852023,17.21796461,8.07646794,7.0114392,26.98072805,51.29888426,41.71362561,19.88053646,154.42916715,7.98771554,13.6856193,102.06525415,12.42533529,22.89811789,64.34548631,43.6661783,52.89642737,39.58356813,40.82610166,96.74011046,86.08982307,74.55201173,5.32514369,68.33934408,29.82080469
15764.20038474,20.62605658,36.21097713,11.53781134,57.68905669,11.00529697,15.19441001,37.80852023,16.50794545,7.98771554,7.10019159,26.80322326,50.5888651,39.58356813,19.52552688,148.21649951,7.81021075,12.94009918,101.1777302,12.51408768,21.83308915,61.68291447,42.60114956,50.23385552,38.51853939,38.16352981,89.63991886,82.0959653,72.77696383,5.32514369,65.67677224,29.6432999
15326.42032158,20.89231376,34.205173,11.18280176,55.38149443,10.33077877,15.10565761,36.29972952,15.92217965,7.98771554,7.36644878,25.47193734,49.79009355,37.54226305,20.23554604,149.54778543,8.00546602,13.52586498,98.07139638,11.85731996,20.8568128,58.39907585,40.29358729,52.98517976,36.74349149,37.71976784,91.85872874,76.50456442,68.69435366,5.27189226,62.30418123,28.75577595
14968.90792439,20.44855179,31.73785642,10.68578835,55.02648485,10.29527781,13.66786882,35.05719599,15.38966528,7.89896315,7.63270596,24.85067058,48.28130283,36.38848191,21.47807957,145.55392766,7.65045644,13.13535445,98.95892033,11.00529697,21.12306999,54.67147527,39.93857771,55.02648485,35.67846276,37.89727263,89.63991886,75.79454526,66.56429619,5.25414178,59.81911417,27.33573763
16183.14718969,20.71480897,34.31167587,12.01707427,59.46410459,11.04079793,14.32463654,38.78479658,16.27718923,8.07646794,7.79246027,26.44821368,55.20398964,40.91485406,20.9455652,155.3166911,8.50247943,13.77437169,104.727826,12.42533529,23.60813705,62.12667644,41.8911304,55.9140088,39.76107292,41.09235885,96.74011046,85.37980391,69.40437282,5.60915136,69.58187761,29.55454751
16246.99566259,20.62605658,32.55437845,11.98157331,61.0616477,11.44905894,14.64414516,38.3410346,17.16471318,8.07646794,7.65045644,26.71447087,55.02648485,40.91485406,21.47807957,158.8667869,8.67998422,12.85134678,106.05911192,12.17682858,23.78564184,62.48168602,41.62487321,54.84898006,41.26986364,39.49481574,95.85258651,84.49227996,70.46940156,5.30739322,68.33934408,28.57827116
16832.44196041,20.80356137,32.98038995,12.78034487,63.01420039,11.92832188,14.9459033,39.31731095,17.4842218,8.34272512,8.07646794,27.33573763,57.68905669,44.28744506,22.18809873,165.07945454,9.05274428,12.85134678,112.71554154,12.74484391,24.495661,67.27431535,41.53612082,60.88414291,42.60114956,41.8911304,97.18387243,89.19615689,72.06694467,5.46714753,72.42195425,30.61957625
17044.38267946,20.80356137,33.17564522,12.33658289,63.90172434,12.01707427,14.6973966,41.35861603,17.53747324,8.21847177,8.91074045,28.04575679,55.9140088,44.99746422,22.54310831,169.96083626,9.17699763,12.79809535,116.70939931,13.06435253,25.29443255,67.9843345,41.71362561,61.77166686,42.24613998,41.97988279,97.18387243,90.97120479,70.29189677,5.9109095,71.5344303,31.4183478
16800.04733626,20.80356137,32.7673842,12.21232954,65.14425787,11.98157331,14.6973966,40.64859687,17.16471318,8.3604756,8.67998422,27.69074721,56.09151359,45.4412262,22.09934633,162.41688269,9.31900147,12.54958864,104.28406402,12.8335963,24.85067058,67.09681056,43.22241632,61.77166686,42.68990195,42.06863519,96.74011046,90.97120479,68.87185845,5.83990759,70.46940156,31.3295954
16693.33145662,21.33607574,32.25262031,11.92832188,64.25673392,12.10582667,14.64414516,40.47109208,16.86295503,8.16522033,8.83973853,28.84452835,56.09151359,44.81995943,22.18809873,156.20421505,9.17699763,10.98754649,106.5028739,12.86909726,24.05189902,65.14425787,43.48867351,61.23915249,42.33489237,42.06863519,93.63377663,92.74625269,69.04936324,5.64465232,73.3094782,30.70832864
16683.81719988,20.1822946,31.54260115,11.80406852,63.54671476,11.62656373,14.53764229,38.96230137,15.92217965,8.34272512,8.96399189,29.11078553,55.38149443,44.10994027,22.27685112,156.20421505,8.91074045,11.87507044,110.49673167,12.46083625,23.69688944,64.78924829,45.26372141,61.94917165,42.33489237,41.18111124,93.19001466,94.52130058,69.40437282,5.71565423,73.48698299,29.90955709
17575.74326782,20.98106616,33.28214809,12.37208385,68.16183929,12.33658289,14.99915474,41.44736843,16.54344641,7.98771554,9.40775386,29.55454751,58.39907585,47.30502649,22.7206131,160.6418348,9.14149668,11.2360532,112.27177957,13.06435253,25.20568016,70.11439198,47.21627409,64.43423871,42.60114956,42.24613998,100.73396823,100.73396823,72.59945904,5.76890567,79.34464105,31.86210977
18007.89642914,21.67333484,36.15772569,12.90459822,67.80682971,13.17085541,15.97543108,44.10994027,18.46049814,8.52022991,9.7982644,28.75577595,61.23915249,50.14510313,23.34187986,165.52321652,9.62075961,11.62656373,115.37811339,13.50811451,26.62571847,72.24444946,47.30502649,65.32176266,43.22241632,43.75493069,99.4026823,106.05911192,74.37450694,6.15941621,86.62233744,32.21711935
17694.60047509,21.06981855,35.53645892,12.72709343,67.9843345,12.95784966,15.56717007,42.24613998,18.10548856,8.48472895,10.15327398,28.40076637,59.10909501,49.61258876,22.98687028,161.08559677,9.709512,11.66206469,112.71554154,13.15310493,25.64944213,70.82441114,45.52997859,61.41665728,43.48867351,42.60114956,98.95892033,106.5028739,72.06694467,5.89315902,87.15485181,31.50710019
17098.09562887,20.44855179,34.205173,12.86909726,66.20928661,13.04660205,14.89265187,40.73734927,18.46049814,8.20072129,9.99351967,27.51324242,56.62402796,47.39377888,22.36560352,155.76045308,9.26575003,11.07629889,110.05296969,13.40161163,25.20568016,68.51684887,46.41750254,61.41665728,43.13366393,41.00360645,96.74011046,102.50901613,70.11439198,5.80440663,85.02479433,30.17581427
16900.65705114,20.1822946,33.90341486,12.86909726,64.78924829,12.01707427,14.89265187,38.3410346,17.60847515,8.449228,10.02902063,27.42449003,55.20398964,47.30502649,21.74433675,153.09788123,9.14149668,10.98754649,107.39039785,14.44888989,25.29443255,66.74180098,44.99746422,63.72421955,42.42364477,39.76107292,96.29634848,102.06525415,69.7593824,5.37839513,85.20229912,30.17581427
16481.1067299,19.56102784,33.17564522,13.04660205,63.36920997,11.62656373,14.59089372,36.5659867,17.21796461,8.34272512,9.49650626,26.80322326,53.25143695,45.26372141,21.12306999,152.21035728,8.43147752,10.82779218,103.39654008,14.11163079,24.4069086,64.6117435,42.24613998,63.19170518,41.53612082,37.48901161,94.07753861,98.51515836,69.40437282,5.27189226,83.95976559,29.11078553
16953.35822324,19.38352305,34.205173,13.66786882,62.30418123,11.98157331,14.83940043,36.5659867,17.66172659,8.52022991,9.76276344,28.66702356,54.1389609,45.97374057,20.9455652,161.52935874,8.6977347,11.83956948,102.50901613,14.28913558,24.76191818,65.85427703,43.31116872,63.72421955,41.97988279,39.05105376,94.96506256,101.62149218,71.5344303,5.11213795,87.68736618,29.55454751
16576.44455252,18.60250197,33.90341486,13.31285924,60.35162854,11.71531613,14.37788798,35.05719599,16.95170743,8.52022991,9.40775386,27.77949961,51.92015103,43.75493069,20.14679365,160.19807282,8.16522033,11.41355799,97.18387243,14.28913558,24.14065142,63.90172434,41.35861603,63.36920997,40.02733011,37.48901161,98.51515836,99.84644428,69.7593824,4.97013412,86.26732786,29.11078553
16649.0085106,18.42499718,33.79691198,13.57911642,61.59416207,12.07032571,14.43113941,35.50095797,16.77420264,8.60898231,9.14149668,27.9570044,51.65389384,42.68990195,20.05804125,159.75431085,8.37822608,11.50231038,101.1777302,14.28913558,24.31815621,64.6117435,41.44736843,60.35162854,40.1160825,37.71976784,98.07139638,101.62149218,70.11439198,5.32514369,87.15485181,28.75577595
16916.91648989,19.11726586,34.82643976,13.934126,62.48168602,12.2478305,14.59089372,35.76721515,16.77420264,8.52022991,9.58525865,28.31201398,53.78395132,43.5774259,20.41305083,161.52935874,8.55573087,11.32480559,101.62149218,14.44888989,24.4069086,65.32176266,41.97988279,59.46410459,42.24613998,37.93277359,101.62149218,102.50901613,69.40437282,5.2363913,90.52744281,29.02203314
16628.38245402,18.15874,34.82643976,13.75662121,60.52913333,11.80406852,14.48439085,35.05719599,16.68545024,8.34272512,10.02902063,27.60199482,52.80767497,43.48867351,19.52552688,160.19807282,8.55573087,11.07629889,101.62149218,14.67964612,24.58441339,65.14425787,41.802378,57.68905669,40.82610166,37.04524964,102.50901613,101.62149218,67.9843345,5.05888651,85.91231828,28.57827116
16734.15755828,17.89248281,35.12819791,14.20038319,61.77166686,11.53781134,14.32463654,34.9684436,16.06418348,8.52022991,10.65028739,27.9570044,53.78395132,44.55370225,19.70303167,161.97312072,8.6977347,10.82779218,100.73396823,14.20038319,23.51938465,65.32176266,41.62487321,59.81911417,40.29358729,37.04524964,105.17158797,100.29020625,68.16183929,5.00563507,88.57489012,28.31201398
