index,security_1,security_2,security_3,security_4,security_5,security_6,security_7,security_8,security_9,security_10,security_11,security_12,security_13,security_14,security_15,security_16,security_17,security_18,security_19,security_20,security_21,security_22,security_23,security_24,security_25,security_26,security_27,security_28,security_29,security_30,security_31,security_32,security_33,security_34,security_35,security_36,security_37,security_38,security_39,security_40,security_41,security_42,security_43,security_44,security_45,security_46,security_47,security_48,security_49,security_50,security_51,security_52,security_53,security_54,security_55,security_56,security_57,security_58,security_59,security_60,security_61,security_62,security_63,security_64,security_65,security_66,security_67,security_68,security_69,security_70,security_71,security_72,security_73,security_74,security_75,security_76,security_77,security_78,security_79,security_80,security_81,security_82,security_83,security_84,security_85,security_86,security_87,security_88,security_89
4534.05284395,503.9254005,577.28162968,499.14129859,760.62436163,318.9401269,885.84025545,529.44061065,704.79389241,1013.1611541,752.12460725,495.31401707,161.06476408,488.77574447,757.89742354,1153.67022701,325.31892943,645.85375696,893.03235531,612.36504364,488.6162744,650.63785887,586.84983349,380.33610132,716.02058488,314.15602499,232.82629263,691.191096,454.48968083,318.9401269,1124.26394731,474.42343876,535.81941319,1031.77131051,233.27280881,704.07627713,845.70164048,324.15479797,261.53090405,377.94405037,299.80371928,594.82333666,536.6167635,357.21294212,146.71245837,864.32774389,979.14618957,967.61650398,609.17564237,495.55322216,531.03531128,327.18472918,715.03187049,1047.71831685,704.85768044,474.42343876,760.67220265,1082.80173081,1023.79780734,536.6167635,877.08534896,677.74776965,765.45630455,990.30909401,655.42196077,212.8925347,845.19133627,663.39546394,674.55836838,233.89474206,692.14791638,781.40331089,101.26349029,568.51077619,749.50929821,561.27083531,775.02450836,663.39546394,389.10695481,929.7104699,586.84983349,706.45238107,956.82038069,617.14914554,247.17859834,335.68448356,721.31499099,556.55052143,1609.05294019,309.37192309
4517.78689748,507.91215208,559.7399227,491.16779542,757.41901335,314.15602499,863.76959867,534.22471255,703.23108579,1020.60840607,737.99555962,496.09542038,160.26741377,485.5863432,764.18054404,1184.51173728,318.9401269,668.17956585,858.74629167,597.21538761,471.39350755,642.6643557,578.87633032,376.34934974,696.88417727,323.7242288,234.42099327,700.28088962,480.00489098,338.07653451,1137.02155238,465.65258527,531.03531128,1014.22960353,212.68522362,685.38638569,853.57946161,325.82923364,282.2620123,369.9705472,298.20901865,602.79683983,524.65650874,350.03678927,161.8621144,826.05492866,1009.44550163,975.47837811,609.17564237,475.14105404,561.33462334,324.79267822,727.26322435,1020.60840607,757.48280138,498.34394827,773.42980772,1066.85472447,1019.01370543,545.38761699,882.39570208,672.96366775,779.80861026,982.33559084,642.6643557,216.00220094,873.89594769,651.43520918,641.06965506,236.0156939,753.04953361,760.67220265,95.68203807,582.8630819,720.80468678,568.06426001,800.53971851,695.28947663,390.70165545,955.22568005,572.49752778,704.85768044,933.69722149,612.36504364,246.38124803,324.7288902,687.33192047,549.77304374,1529.31790847,317.02648613
4509.33498412,535.81941319,564.52402461,464.05788463,749.41361617,336.48183388,868.50585955,539.00881445,735.90650179,1057.81277187,730.1496325,504.6908568,156.28066218,490.3704451,761.03898379,1196.85472019,322.92687848,644.25905633,854.75954008,601.2021392,447.79193816,634.69085252,590.83658507,364.38909498,704.85768044,307.77722245,228.04219073,651.02058702,464.05788463,326.11627975,1124.26394731,468.84198654,527.84591001,974.36208767,211.93571432,688.49605193,853.57946161,324.71294319,275.88320976,363.59174466,286.24876389,596.4180373,512.69625399,348.44208863,172.22766852,843.59663564,1007.85080099,958.17587623,609.97299269,471.31377252,542.19821572,326.91363007,698.98918211,1052.50241876,751.10399884,519.87240684,787.78211343,1074.82822764,1038.15011305,493.55984637,930.23672111,688.9106741,746.31989694,1009.44550163,625.12264872,217.56500756,861.13834262,664.19281426,628.31204998,233.89474206,769.66631423,754.29340011,97.67541386,588.44453412,712.83118361,578.55739019,767.05100518,716.02058488,392.29635608,969.57798576,562.92932397,730.37289059,963.19918323,612.36504364,240.79979581,340.37290342,673.44207794,559.7399227,1519.74970466,299.80371928
4666.8914068,561.33462334,585.25513285,508.7095024,803.85669583,342.86063641,892.13932295,562.92932397,768.58191779,1151.37385809,759.98648137,521.88172964,154.68596154,496.74924764,814.50929607,1241.58607299,330.90038165,661.80076331,873.09859738,628.31204998,464.37682476,661.80076331,603.59419015,384.32285291,723.99408805,326.91363007,234.42099327,676.02549297,472.03138781,337.67785935,1183.26787078,491.96514574,562.92932397,1020.60840607,207.3589235,730.54830766,903.97200166,344.10450291,296.61431801,379.53875101,298.20901865,621.93324745,523.85915843,366.78114593,181.79587233,848.38073754,1060.47592193,992.78088,646.65110728,471.95165277,559.7399227,340.73968457,721.90503022,1085.99113208,776.61920899,540.60351509,807.71587136,1071.63882637,1065.26002383,503.9254005,1052.50241876,716.02058488,768.64570582,1062.07062256,631.50145125,216.78360425,901.00585848,661.00341299,610.77034301,250.36799961,786.28309484,794.16091597,102.45951577,619.5411965,730.37289059,602.63736977,789.37681407,734.35964218,422.59566814,1001.47199845,596.4180373,757.48280138,1011.04020226,628.31204998,247.17859834,348.20288354,722.8618506,574.88957873,1565.99602306,298.52795877
4735.94194428,547.77966794,561.33462334,524.65650874,799.05664692,376.34934974,929.98156901,570.10547683,776.36405689,1257.69254939,765.47225156,523.44453626,163.45681503,510.30420303,855.38147333,1232.3208623,341.26593578,693.694776,843.59663564,610.77034301,478.41019034,668.17956585,642.6643557,392.29635608,719.20998615,328.5083307,236.0156939,680.57038978,475.22078907,352.42884022,1184.86257142,492.76249605,570.90282714,1108.31694096,208.8738891,750.80100572,940.18765307,341.3297238,323.7242288,385.91755354,317.34542626,618.74384618,519.87240684,384.32285291,180.2011717,875.49064833,1066.85472447,1027.40183077,646.65110728,487.26077887,582.06573159,339.67123514,748.64815986,1116.29044414,759.07750201,542.19821572,808.51322168,1079.61232954,1078.01762891,521.46710747,1153.49480994,776.61920899,794.16091597,1095.55933589,653.82726014,228.44086589,971.1726864,676.15306902,641.06965506,263.6518559,797.35031724,798.94501787,104.45289156,636.28555316,749.50929821,577.31352369,794.16091597,722.39938742,428.97447067,1034.96071178,604.39154047,751.10399884,1014.22960353,639.47495443,256.74680215,351.32849678,724.40871022,611.96636848,1530.9126091,316.38860588
4800.20837985,559.7399227,570.90282714,521.46710747,835.89423158,361.99704403,936.28063652,587.64718381,787.25586222,1254.50314813,803.95237787,551.55910845,161.8621144,516.68300557,863.24334746,1263.17831958,356.41559181,730.37289059,819.67612612,617.94649586,505.201161,712.83118361,639.47495443,403.45926052,684.12657219,343.65798673,243.98919708,680.57038978,479.20754066,385.51887839,1210.37778157,487.18104383,566.11872524,1168.11821476,206.5934672,736.78358714,933.88858556,368.48747561,320.53482753,384.32285291,332.49508229,633.09615189,528.64326033,360.40234339,185.38394876,894.62705594,1065.26002383,1036.84245853,671.36896712,503.84566546,583.66043222,351.10523869,777.67171141,1011.04020226,768.64570582,562.13197365,811.70262295,1093.96463525,1108.31694096,522.26445779,1162.01051133,757.48280138,787.78211343,1114.6957435,680.93717092,251.73944216,1049.31301749,689.70802441,645.85375696,277.4779104,802.88392844,829.24432993,97.67541386,622.73059776,736.75169313,574.85768472,764.65895423,741.53579503,451.30027956,1074.82822764,594.82333666,772.63245741,1066.85472447,626.71734935,273.49115881,337.24729018,747.57971044,610.37166785,1572.3748256,305.54464157
4875.95665998,554.9558208,574.09222841,563.72667429,866.32111968,363.59174466,959.93004692,582.06573159,777.91091651,1270.45015447,822.78579236,550.77770514,162.65946472,509.50685272,877.40428909,1224.61845824,377.94405037,716.02058488,934.49457181,615.55444491,498.82235847,716.02058488,633.09615189,422.19699298,687.31597346,333.29243261,245.58389771,704.82578643,462.463184,383.12682743,1248.6505968,476.01813939,569.30812651,1130.64274985,208.12437981,767.94403754,968.54143035,367.38713217,325.31892943,403.45926052,346.847388,626.71734935,566.91607556,373.15994847,177.01177043,905.78996038,1049.31301749,986.4977595,672.96366775,513.41386927,585.25513285,345.77893857,781.49899293,1039.74481368,821.27082676,554.9558208,843.59663564,1111.50634223,1105.12753969,531.8326616,1188.5782239,775.02450836,790.9715147,1103.53283906,696.88417727,243.19184676,1060.47592193,680.93717092,631.50145125,298.73526986,819.50070905,861.13834262,102.06084061,621.93324745,802.13441914,600.78751703,767.05100518,768.64570582,424.19036877,1068.4494251,613.95974427,832.4337312,1093.96463525,650.63785887,266.31500596,352.10990009,746.03285082,607.9796169,1684.00387001,311.9234441
4944.52878727,572.49752778,585.25513285,540.60351509,879.12656578,377.94405037,974.10693557,601.99948952,770.12877741,1273.63955574,814.93986524,567.18717467,173.02501884,523.06180811,841.2364787,1215.35324755,373.15994847,717.61528552,937.68397307,626.71734935,502.01175973,728.77818996,631.50145125,413.02746433,765.45630455,354.02354085,253.55740088,730.59614868,451.30027956,372.36259815,1251.83999807,510.30420303,590.03923476,1143.40035492,234.03826512,749.2381991,996.87926063,366.27084173,326.11627975,397.8778083,325.31892943,621.93324745,571.70017746,386.71490386,180.99852201,916.95286483,1031.77131051,964.47494373,673.76101807,507.67294699,605.9862411,360.40234339,798.30713762,1050.90771812,800.53971851,566.11872524,851.57013881,1170.51026571,1113.10104287,540.60351509,1193.90452402,779.80861026,810.10792232,1100.34343779,688.9106741,248.62977592,1058.88122129,680.13982061,649.04315823,307.77722245,816.83755899,862.73304325,105.25024188,652.2325595,821.27082676,621.15184414,792.56621534,759.07750201,425.78506941,1081.20703018,613.95974427,816.48672485,1081.20703018,628.31204998,272.6938085,360.72128352,761.46955296,619.93987165,1714.30318207,310.00980334
4875.47824979,548.57701826,578.87633032,523.06180811,866.32111968,355.61824149,974.10693557,615.55444491,768.58191779,1385.26860015,818.08142549,548.44944221,165.05151567,505.52010113,836.51616482,1199.93249241,357.21294212,687.31597346,985.52499211,623.52794808,484.15111263,706.45238107,636.28555316,400.26985925,778.21390963,339.67123514,259.93620342,723.02132067,459.27378273,378.34272553,1266.19230378,492.76249605,564.52402461,1113.10104287,219.55838336,738.34639376,966.96267672,364.61235307,310.16927341,393.89105672,334.08978292,580.47103095,574.88957873,373.15994847,180.2011717,929.7104699,1052.50241876,925.13367908,689.70802441,494.91534191,605.9862411,354.02354085,765.45630455,1068.4494251,779.80861026,572.49752778,862.73304325,1167.32086444,1129.04804921,535.81941319,1376.75289877,776.61920899,784.59271216,1066.85472447,701.66827917,230.76912882,1079.61232954,684.12657219,618.74384618,273.22005971,805.77033659,848.38073754,106.84494251,668.17956585,762.26690328,619.92392465,765.45630455,714.42588425,425.78506941,1049.31301749,607.58094174,798.94501787,1042.93421495,582.06573159,275.08585945,355.25146034,801.64006195,607.9796169,1719.08728397,298.52795877
4843.10582691,542.19821572,611.56769332,505.52010113,890.33731124,373.15994847,980.42195008,625.12264872,770.12877741,1408.64691145,825.92735261,555.466125,171.43031821,510.30420303,827.07553707,1241.58607299,349.23943895,680.93717092,1020.60840607,659.40871236,507.75268202,677.74776965,607.58094174,401.86455989,741.53579503,347.64473832,251.96270025,721.50635506,486.38369352,381.13345164,1235.89299172,477.61284003,570.90282714,1105.12753969,205.06255459,733.6739209,932.30983194,366.27084173,324.52157912,398.67515862,321.33217785,599.60743856,557.34787175,361.99704403,175.41706979,915.35816419,974.36208767,966.03775036,664.19281426,476.41681455,637.88025379,347.37363921,770.03309537,1031.77131051,789.37681407,583.66043222,875.49064833,1137.02155238,1142.6030046,531.03531128,1360.80589242,792.56621534,810.10792232,1078.01762891,709.64178234,236.81304422,1093.96463525,668.97691616,641.06965506,262.05715526,841.65110087,872.30124706,103.25686608,653.82726014,762.26690328,599.54365054,770.24040645,719.20998615,448.11087829,1060.47592193,607.58094174,768.64570582,1039.74481368,586.84983349,270.30175754,326.29169682,823.26420255,619.93987165,1687.19327128,315.75072563
4792.87275693,540.60351509,606.78359142,481.59959161,880.72126641,411.4327637,970.94942831,607.58094174,761.58118201,1412.90476215,822.78579236,573.43840115,165.05151567,503.9254005,803.48991468,1230.78994969,339.67123514,650.63785887,1026.9872086,657.01666141,496.27083745,680.93717092,598.01273793,399.47250894,708.04708171,334.88713324,242.39449644,726.05125187,475.22078907,371.96392299,1224.73008728,472.82873812,543.79291636,1060.47592193,205.82801089,732.23869033,910.27106917,361.27942874,326.11627975,392.29635608,309.37192309,585.25513285,554.15847048,377.94405037,177.01177043,875.49064833,961.60448259,951.87680872,664.19281426,470.03801201,607.58094174,349.23943895,777.67171141,1020.60840607,746.31989694,558.14522207,867.51714516,1097.15403652,1135.42685175,532.63001192,1348.04828734,779.80861026,805.32382041,1078.01762891,722.39938742,232.42761748,1052.50241876,671.36896712,644.25905633,262.85450558,841.65110087,883.4641515,98.47276418,657.81401172,741.53579503,598.9376643,784.59271216,751.10399884,441.73207575,1065.26002383,578.87633032,717.61528552,1049.31301749,568.51077619,258.34150279,317.68031339,810.90527263,616.75047038,1688.78797191,310.6476836
4792.39434674,562.13197365,618.74384618,464.05788463,885.53726233,411.4327637,970.94942831,599.60743856,746.79830713,1348.04828734,835.35203336,576.5640144,166.6462163,515.88565525,816.07210269,1221.524739,322.12952816,674.55836838,1042.93421495,668.17956585,505.83904126,626.71734935,577.28162968,381.13345164,688.9106741,342.86063641,239.20509517,719.99138946,489.57309479,374.35597394,1226.32478791,481.59959161,540.60351509,1085.99113208,223.36971787,721.17146793,886.63760576,363.49606262,326.91363007,405.05396116,310.96662372,601.2021392,565.32137492,374.7546491,190.56672582,885.05885214,894.62705594,948.73524847,686.51862314,462.38344897,590.03923476,346.05003768,783.77941484,1009.44550163,730.37289059,571.70017746,846.78603691,1105.12753969,1122.66924667,540.60351509,1231.10888982,770.24040645,803.72911978,1097.15403652,690.50537473,230.43424168,1057.28652066,680.93717092,645.85375696,264.72030532,869.33510388,878.6800496,96.47938839,680.13982061,672.96366775,569.2921795,790.9715147,760.67220265,430.56917131,1071.63882637,590.03923476,682.53187156,1062.07062256,605.9862411,267.90970659,329.41731006,818.6236237,610.77034301,1714.30318207,297.89007852
4846.77363837,566.11872524,627.51469967,459.27378273,850.31032531,412.23011401,978.84319645,615.55444491,718.79536399,1355.49553931,802.37362424,598.4433071,167.84224178,524.65650874,842.79928532,1249.28847705,307.77722245,664.99016458,1012.63490289,682.53187156,518.59664633,663.39546394,593.22863603,378.74140069,749.50929821,347.64473832,237.61039454,707.85571763,535.81941319,385.91755354,1240.67709363,525.45385906,551.76641953,1125.85864794,221.83880526,718.01396067,886.63760576,361.83757396,304.58782119,402.66191021,299.80371928,626.71734935,575.68692905,377.94405037,200.93227994,856.35424072,886.65355277,991.21807337,705.65503076,489.17441963,602.79683983,359.07874187,774.6258332,998.28259718,730.37289059,576.48427936,829.24432993,1079.61232954,1141.80565429,553.36112016,1233.22984166,763.86160392,851.57013881,1146.58975619,719.20998615,240.00244549,1052.50241876,691.30272505,657.01666141,272.16755729,897.01910689,854.75954008,87.7085349,681.73452124,674.55836838,585.95680113,822.86552739,736.75169313,449.70557892,1081.20703018,580.47103095,663.39546394,1023.79780734,591.63393539,282.2620123,315.33610346,834.07627285,600.00611372,1666.46216303,317.02648613
4957.28639234,582.8630819,645.85375696,491.96514574,882.33191405,436.94797385,1005.63416711,637.88025379,718.79536399,1369.32159381,833.77327973,609.38295345,172.22766852,551.76641953,841.2364787,1269.33386403,345.25268736,644.25905633,1062.07062256,711.23648298,518.59664633,669.77426648,607.58094174,395.48575735,743.13049567,363.59174466,247.17859834,732.55763046,551.76641953,397.8778083,1227.91948855,515.08830494,572.49752778,1138.61625302,213.45067993,733.83339097,910.27106917,369.60376605,309.37192309,416.2168656,283.85671294,629.90675062,587.64718381,380.33610132,201.72963026,837.2178331,944.06277561,1006.94182163,716.8179352,482.79561709,658.61136204,363.59174466,810.52254448,1017.4190048,763.86160392,598.81008825,834.02843183,1101.93813843,1162.53676254,574.09222841,1247.05589616,779.80861026,893.03235531,1172.10496634,759.07750201,252.76005057,1101.93813843,712.0338333,684.12657219,279.59886224,855.60473142,885.05885214,92.09396164,699.27622822,652.2325595,589.05052036,862.73304325,743.13049567,451.30027956,1121.07454604,594.02598634,696.08682695,1058.88122129,599.60743856,302.99312055,327.07310013,813.99899186,605.18889078,1677.62506747,332.97349248
4976.74174008,548.57701826,650.63785887,467.2472859,912.75880216,443.32677639,1011.93323462,644.25905633,735.90650179,1344.85888608,873.03480935,617.97838987,168.24091694,536.6167635,838.09491845,1243.1169856,323.7242288,672.96366775,1066.85472447,709.64178234,539.00881445,637.88025379,590.03923476,381.13345164,776.61920899,354.02354085,277.4779104,715.27107558,545.38761699,408.24336243,1215.16188347,520.66975716,559.7399227,1197.62017649,214.98159253,746.479367,918.1488903,372.36259815,307.77722245,434.5559229,302.99312055,615.55444491,592.43128571,373.15994847,197.74287868,857.94894135,944.06277561,988.06056612,771.03775677,488.53653937,671.36896712,366.25489472,810.52254448,1025.39250797,754.29340011,608.37829205,837.2178331,1052.50241876,1162.53676254,567.71342587,1220.47223659,819.67612612,913.76346356,1165.7261638,789.37681407,241.59714612,1109.9116416,727.98083964,677.74776965,297.14056922,852.71832327,923.33166736,85.7151591,703.26297981,641.06965506,564.34860754,901.00585848,775.02450836,457.6790821,1135.42685175,567.71342587,657.81401172,1036.55541241,588.44453412,298.20901865,315.33610346,840.24776431,615.15576975,1778.09120744,325.95680969
5101.4473297,551.76641953,660.20606267,480.8022413,896.74800779,440.93472543,1037.16139865,645.05640665,737.46930842,1339.54853296,869.8932491,643.74875213,165.05151567,566.11872524,853.81866671,1290.92611062,344.45533705,653.82726014,1141.00830397,733.56229186,523.06180811,680.93717092,598.81008825,385.91755354,786.1874128,357.21294212,267.90970659,734.13638409,575.68692905,413.02746433,1235.89299172,548.57701826,566.11872524,1188.05197269,218.79292705,773.3660197,941.7664067,384.00391278,318.14277658,438.54267448,291.83021611,609.17564237,609.97299269,413.02746433,208.1084328,883.4641515,908.97936165,1027.40183077,754.29340011,485.3471381,661.80076331,376.87560095,833.4383926,1049.31301749,789.37681407,607.58094174,838.81253374,1084.39643145,1162.53676254,586.84983349,1217.28283532,821.27082676,920.14226609,1144.99505556,760.67220265,247.17859834,1138.61625302,744.7251963,661.80076331,299.27746807,852.71832327,905.78996038,89.30323553,712.0338333,671.36896712,568.06426001,932.89987117,775.02450836,475.22078907,1173.69966698,636.28555316,668.17956585,1039.74481368,586.84983349,311.76397404,350.54709347,878.87141367,652.2325595,1845.06863409,344.45533705
5056.79571193,561.33462334,664.99016458,472.03138781,867.91582032,424.19036877,1063.95236931,643.46170601,744.4700442,1342.73793423,832.21047311,649.99997861,160.26741377,562.13197365,860.10178721,1241.58607299,323.7242288,679.34247029,1088.38318303,736.75169313,536.45729344,664.99016458,591.63393539,393.89105672,771.83510709,341.26593578,269.50440723,734.13638409,567.71342587,421.79831782,1235.89299172,557.34787175,553.36112016,1230.3115395,220.30789265,757.5465894,929.16827169,382.90356934,310.16927341,425.78506941,275.88320976,588.44453412,619.5411965,398.67515862,206.51373217,864.32774389,899.41115785,1024.26027052,798.94501787,489.17441963,639.47495443,377.94405037,827.33068917,1049.31301749,778.21390963,602.79683983,829.24432993,1089.18053335,1141.80565429,585.25513285,1217.28283532,827.64962929,908.97936165,1154.56325936,757.48280138,243.98919708,1144.99505556,736.75169313,669.77426648,293.95116795,856.35424072,867.51714516,86.11383426,694.49212632,693.694776,587.20066763,885.05885214,795.75561661,482.39694193,1175.29436761,658.61136204,630.70410094,1046.12361622,609.17564237,307.77722245,328.63590675,869.59025598,651.43520918,1835.50043029,334.88713324
4920.60827775,551.76641953,645.85375696,414.62216496,861.50512376,441.73207575,1068.6886302,631.50145125,723.46783684,1337.42758112,808.65674474,620.32259981,157.87536281,574.88957873,893.03235531,1243.1169856,301.39841992,708.04708171,1044.52891558,731.96759123,538.3709342,620.33854681,570.90282714,378.74140069,754.29340011,330.10303134,279.07261103,745.13981847,574.09222841,409.83806306,1242.27179426,558.94257239,559.7399227,1188.05197269,204.31304529,725.92367582,870.8979105,356.84616098,300.6010696,425.78506941,282.2620123,577.28162968,617.94649586,377.94405037,201.72963026,859.54364198,875.49064833,959.75462986,739.9410944,486.62289861,631.50145125,380.06500222,823.50340765,1026.9872086,762.26690328,616.35179523,784.59271216,1058.88122129,1125.85864794,542.19821572,1209.85153036,803.72911978,891.43765467,1097.15403652,757.48280138,250.36799961,1137.02155238,732.76494154,652.2325595,291.83021611,838.81253374,843.59663564,78.93768141,711.23648298,650.63785887,581.63516241,872.30124706,735.1569925,464.05788463,1138.61625302,651.43520918,583.66043222,1019.01370543,607.58094174,306.18252182,320.04047033,857.24727307,650.63785887,1757.3600992,308.73404284
4942.13673632,532.63001192,637.88025379,411.4327637,847.10497704,443.32677639,1013.51198824,641.06965506,739.01616803,1307.65452027,811.79830499,609.38295345,161.8621144,567.71342587,881.86945087,1277.0522151,295.8169677,685.72127283,1042.93421495,736.75169313,532.63001192,615.55444491,573.2948781,381.93080196,720.80468678,326.91363007,277.4779104,732.55763046,567.71342587,415.81819044,1176.88906825,569.30812651,575.68692905,1247.05589616,195.92491995,743.32185974,866.17759662,349.09591589,296.61431801,393.89105672,267.90970659,575.68692905,590.03923476,373.15994847,198.54022899,830.83903056,857.94894135,947.15649484,792.56621534,471.31377252,634.69085252,366.78114593,849.48108098,1006.25610036,743.13049567,636.28555316,770.24040645,1027.78455892,1084.39643145,535.81941319,1177.95751767,821.27082676,918.54756546,1103.53283906,749.50929821,264.72030532,1057.28652066,737.54904345,644.25905633,289.16706605,865.92244452,843.59663564,80.53238204,714.42588425,676.15306902,574.23575147,896.22175658,816.48672485,472.03138781,1129.04804921,660.20606267,582.06573159,1055.69182003,593.22863603,301.39841992,321.60327696,898.94869466,658.61136204,1731.84488904,305.54464157
4956.32957196,537.41411382,658.61136204,433.75857258,866.32111968,436.94797385,1038.74015228,655.42196077,756.12730584,1286.39716082,846.33952073,642.1859455,164.25416535,581.26838127,869.11184579,1301.72223391,315.75072563,674.55836838,1025.39250797,749.50929821,553.68006029,634.69085252,570.10547683,391.49900576,727.18348932,322.12952816,279.07261103,745.13981847,590.03923476,416.2168656,1189.64667332,543.79291636,577.28162968,1194.43077523,202.78213268,727.50242945,903.97200166,356.30396276,295.8169677,395.48575735,255.15210152,585.25513285,594.02598634,369.9705472,189.7693755,832.4337312,886.65355277,939.29462071,736.75169313,484.70925785,663.39546394,365.1864453,858.65060963,985.52499211,749.50929821,652.2325595,819.67612612,1079.61232954,1093.96463525,529.44061065,1169.44181628,822.86552739,916.95286483,1054.09711939,754.29340011,262.32825437,1026.9872086,748.71194789,652.2325595,278.54635982,916.95286483,837.2178331,85.31648394,735.95434281,711.23648298,584.72888164,886.65355277,790.9715147,490.3704451,1156.15796,687.31597346,623.52794808,1071.63882637,621.93324745,304.58782119,314.55470015,878.87141367,648.64448307,1763.73890173,314.47496512
4961.75155412,537.41411382,637.88025379,419.40626687,880.72126641,411.4327637,1005.63416711,669.77426648,753.0176396,1241.74554305,833.77327973,635.93471902,165.05151567,582.06573159,901.00585848,1369.59269292,312.56132436,641.86700538,1044.52891558,711.23648298,558.78310232,621.93324745,553.36112016,405.85131148,696.88417727,314.15602499,283.85671294,757.70605947,612.36504364,415.81819044,1172.10496634,530.23796096,570.90282714,1202.4042784,178.38321297,703.77328401,938.60889944,361.27942874,299.80371928,409.83806306,258.34150279,574.09222841,593.22863603,363.59174466,189.7693755,840.40723437,926.52106863,948.73524847,749.50929821,489.17441963,672.96366775,360.40234339,851.01199359,1006.25610036,763.86160392,672.96366775,849.97543818,1130.64274985,1151.37385809,558.14522207,1140.73720486,851.57013881,886.65355277,1009.44550163,717.61528552,269.50440723,1009.44550163,735.95434281,647.4484576,273.22005971,924.926368,843.59663564,83.72178331,740.73844472,719.20998615,569.91411275,859.54364198,819.67612612,516.68300557,1178.48376888,692.89742568,637.08290347,1063.6653232,644.25905633,304.58782119,309.08487697,902.02646689,651.43520918,1787.65941125,324.04316893
5157.58079203,515.88565525,666.58486521,406.64866179,925.56424825,449.70557892,1037.16139865,725.58878869,768.58191779,1284.26026197,858.90576173,653.12559186,166.6462163,632.29880157,913.76346356,1378.8419566,306.18252182,652.2325595,1109.11429128,745.52254662,579.8331507,692.89742568,551.76641953,428.97447067,712.83118361,330.10303134,283.85671294,845.7494815,685.72127283,459.67245789,1243.86649489,529.44061065,602.79683983,1224.73008728,173.80642215,738.56965185,962.24236284,385.10425622,328.5083307,428.97447067,231.231592,596.4180373,636.28555316,365.1864453,197.74287868,923.33166736,964.79388386,983.35619925,781.40331089,531.89644962,695.28947663,372.88884936,811.28800079,1038.15011305,846.78603691,685.72127283,894.62705594,1152.17120841,1213.56718284,574.88957873,1177.95751767,875.49064833,971.1726864,1076.42292827,781.40331089,276.68056008,1089.18053335,751.90134916,720.80468678,296.0880668,936.88662276,872.30124706,80.9310572,764.65895423,751.10399884,600.78751703,950.44157815,832.4337312,537.41411382,1207.1883803,699.27622822,653.82726014,1164.13146317,637.88025379,339.67123514,312.21049022,934.49457181,690.90404989,1865.79974234,339.35229502
5200.79717923,507.11480176,709.64178234,416.2168656,975.207279,451.30027956,1016.6694955,713.62853393,762.36258532,1342.73793423,888.7426106,690.63295078,169.03826725,652.2325595,908.97936165,1391.18493951,317.34542626,671.36896712,1087.58583272,794.16091597,583.02255197,723.99408805,555.75317112,429.77182099,682.53187156,342.86063641,302.19577023,852.032602,714.42588425,483.19429225,1274.16580695,502.33069986,615.55444491,1322.00682598,158.56108409,773.3660197,982.71831899,383.44576756,328.5083307,417.81156623,257.54415247,605.9862411,652.2325595,365.1864453,213.68988502,945.65747625,996.68789655,1027.40183077,792.56621534,560.60106104,688.9106741,368.37584656,814.349826,1009.44550163,865.92244452,693.694776,907.38466102,1216.75658411,1213.56718284,561.33462334,1211.9724822,877.08534896,974.36208767,1146.58975619,790.9715147,271.09910786,1092.36993462,748.71194789,743.13049567,301.92467113,924.926368,894.62705594,83.32310815,792.56621534,743.13049567,615.60228593,947.25217688,834.02843183,550.1717189,1266.19230378,701.66827917,672.96366775,1172.10496634,634.69085252,364.38909498,293.42491674,939.27867371,706.85105623,1881.74674869,334.24925299
5321.67548732,510.30420303,747.91459757,452.89498019,983.21267619,428.97447067,1068.6886302,686.51862314,774.80125027,1422.47296596,923.28382634,721.87313621,180.99852201,696.08682695,907.38466102,1476.00706626,350.83413959,617.14914554,1128.25069889,838.81253374,620.65748694,719.20998615,564.52402461,444.52280186,740.73844472,338.07653451,304.58782119,850.45384837,716.02058488,474.42343876,1314.03332281,554.9558208,641.06965506,1392.1736539,178.38321297,787.59074936,1012.63490289,395.64522741,338.07653451,436.94797385,253.55740088,598.01273793,672.96366775,387.51225418,212.09518439,1001.47199845,1022.2031067,1013.24088914,800.53971851,567.61774384,698.4788779,378.47030158,838.79658673,1020.60840607,902.60055912,707.24973139,926.52106863,1235.0956414,1223.93273696,554.15847048,1318.29117351,877.08534896,980.7408902,1152.96855873,829.24432993,272.6938085,1127.45334858,759.07750201,763.86160392,297.68276744,964.79388386,934.49457181,89.30323553,813.29732358,767.05100518,613.75243319,940.87337434,835.62313247,546.98231763,1267.78700441,708.04708171,717.61528552,1143.40035492,628.31204998,374.7546491,316.89891008,966.38858449,700.87092885,1868.98914361,319.57800715
